x,y,z,sx,sy,sz
32.81,10.58,-103.22,1328.6349,516.2187,3633.0410
69.30,32.75,-147.77,5643.4869,4385.0020,8368.1251
92.78,47.63,-171.29,8007.9876,6086.4302,10687.9878
36.47,15.78,-108.27,1945.5619,1961.2844,4230.5184
50.28,20.23,-124.24,3618.6235,2713.6339,5967.9927
58.74,22.89,-137.89,4526.4322,3121.2813,7373.5591
49.54,9.96,-132.28,3482.2121,299.4575,6798.9494
120.28,11.81,-223.71,10546.3745,1266.0420,15850.9208
31.50,16.70,-105.29,1168.6671,2135.2310,3887.3596
84.30,45.04,-162.15,7172.6062,5795.6423,9788.7805
65.70,36.74,-141.99,5297.8607,4844.8432,7785.4652
124.31,57.78,-206.33,11077.8074,7203.9123,14095.6805
61.91,28.59,-140.11,4878.1421,3870.7550,7597.6959
66.77,24.46,-148.61,5353.7951,3349.8679,8454.7761
128.40,59.70,-211.97,11474.5791,7412.8276,14639.8537
30.54,14.34,-104.22,932.5570,1685.8089,3757.2672
102.08,15.15,-198.14,8799.2839,1976.7149,13354.5931
51.35,13.74,-132.92,3700.1268,1611.3979,6865.4046
44.63,12.83,-102.14,2941.2184,1230.4271,3521.7217
60.23,19.98,-140.66,4668.0654,2706.4467,7655.8171
137.94,57.48,-230.42,12377.3289,7212.7203,16427.7324
52.82,21.20,-130.97,3896.8057,2875.4108,6665.3089
111.00,17.25,-209.90,9669.7620,2361.4715,14498.5182
54.02,23.04,-131.02,4033.4374,3132.3916,6670.8578
97.62,42.46,-180.46,8458.8110,5533.9300,11592.4208
83.22,41.76,-161.54,7054.8023,5432.3510,9732.1890
105.71,45.81,-188.06,9252.8341,5907.5244,12332.7875
115.22,51.17,-197.95,10185.2128,6496.8429,13290.0625
44.00,22.80,-117.77,2933.1434,3081.4456,5282.4422
33.31,18.58,-106.30,1505.6933,2445.2927,4007.9963
33.55,14.52,-106.98,1501.4148,1722.5354,4079.1212
100.63,42.59,-182.92,8751.6477,5547.8326,11833.3101
29.98,18.66,-100.34,871.2986,2445.4430,3301.6933
58.36,20.75,-138.50,4477.3728,2819.5422,7436.0050
39.04,20.46,-109.95,2320.9202,2729.9364,4427.1211
58.65,29.04,-135.63,4546.0584,3920.4885,7142.7561
36.51,10.48,-102.38,1901.1309,354.4908,3536.0601
32.75,10.48,-105.04,1318.4202,487.9606,3848.0627
37.39,21.79,-108.14,2119.0526,2922.8867,4225.0047
36.38,24.36,-105.16,2005.8721,3272.1653,3889.9202
55.25,24.61,-132.32,4170.7914,3347.6578,6804.6807
47.15,14.14,-113.77,3238.1834,1607.6459,4848.5957
37.42,16.40,-109.85,2079.4727,2078.0657,4409.4457
33.22,17.23,-105.92,1477.6383,2222.4533,3962.3673
33.62,12.22,-103.50,1485.3645,1151.1293,3671.0294
37.57,10.41,-102.32,2046.8695,251.5083,3529.9885
68.37,15.54,-153.21,5479.0888,1992.8249,8921.4131
38.48,22.60,-109.13,2266.4132,3037.4517,4337.8937
38.32,21.60,-108.45,2237.7948,2892.9908,4260.7262
32.70,12.95,-107.31,1341.3746,1378.8793,4113.8119
36.97,12.65,-104.64,1986.1245,1254.8242,3809.1168
29.26,15.50,-101.42,604.4791,1906.5475,3424.6814
34.86,10.43,-100.43,1658.9128,300.4935,3297.2096
32.87,18.72,-105.12,1435.7412,2463.9110,3872.7177
116.54,12.41,-217.58,10188.3914,1411.2110,15254.1174
34.93,13.89,-107.70,1707.4086,1585.4178,4161.5043
61.02,14.54,-145.71,4723.7734,1797.8230,8167.6970
35.82,15.74,-109.19,1855.7452,1962.4675,4334.0909
35.69,14.21,-110.13,1822.6072,1664.4180,4436.1497
32.52,14.67,-105.54,1328.9128,1751.1085,3913.8415
63.35,18.80,-145.75,4983.0153,2534.1462,8170.4404
134.19,9.80,-242.34,11877.1753,536.0902,17662.5703
50.41,22.64,-126.75,3645.2781,3072.0698,6228.5167
29.01,16.74,-102.13,553.1186,2137.4056,3512.7379
31.72,13.39,-104.94,1166.5315,1475.2700,3840.9090
49.69,18.83,-127.70,3546.3971,2514.5115,6326.5098
147.09,33.05,-248.27,13181.2255,4529.2341,18197.5109
35.67,14.34,-105.32,1818.1593,1664.8715,3890.8964
36.16,20.22,-106.69,1940.4039,2691.2112,4058.2388
41.19,19.42,-114.00,2579.2647,2581.0114,4872.6383
47.69,15.03,-125.82,3304.6006,1855.2497,6129.8083
33.91,15.43,-107.18,1568.0904,1902.1607,4103.8690
37.77,20.48,-108.89,2159.0656,2733.0455,4308.3238
42.65,16.53,-119.52,2735.6359,2124.8879,5464.3650
29.02,15.70,-102.87,528.0056,1954.1259,3598.3267
35.25,14.61,-106.71,1761.7211,1731.2716,4050.6193
38.71,18.85,-110.65,2267.2751,2486.1323,4502.4400
39.25,11.08,-96.48,2272.0360,600.0688,2797.6101
49.91,19.43,-128.13,3573.7425,2608.9447,6371.0314
30.62,10.88,-105.21,891.7620,729.7595,3866.0057
62.31,18.61,-144.69,4875.5577,2503.2781,8063.3496
51.01,11.86,-134.27,3653.1628,1156.3443,7003.1486
44.58,11.37,-101.53,2925.5689,737.9670,3444.0666
64.55,17.59,-148.13,5099.7255,2344.6688,8410.1159
52.98,19.87,-131.43,3907.5135,2679.5494,6712.5513
67.61,15.89,-153.42,5402.8446,2062.1716,8941.4733
52.11,18.50,-131.00,3806.7976,2467.9166,6667.6311
29.44,13.17,-102.78,608.6937,1422.4181,3582.9736
71.42,40.70,-149.51,5886.4538,5306.0016,8536.1166
31.49,24.92,-98.47,1268.5853,3337.8089,3088.7749
62.88,14.15,-148.02,4914.3418,1721.4175,8400.4622
34.55,12.72,-104.23,1636.8544,1286.3415,3758.5030
53.29,19.42,-131.75,3937.7983,2610.5625,6745.2947
75.47,33.93,-158.76,6261.7888,4544.4966,9459.8824
49.54,18.84,-127.35,3530.4280,2515.7904,6290.2182
50.42,19.90,-127.83,3631.7516,2677.8925,6340.8088
29.78,15.41,-102.42,761.2730,1892.6159,3545.7357
31.71,14.40,-104.57,1177.5889,1695.0955,3799.1495
33.74,11.52,-103.61,1496.5358,930.6321,3682.8051
34.21,17.41,-107.62,1634.4962,2256.2629,4157.3909
36.64,15.44,-110.64,1966.9851,1909.2873,4495.7977
33.12,10.53,-103.78,1382.5776,487.3123,3700.7223
35.47,14.48,-105.87,1792.0193,1697.5587,3954.3455
67.10,10.26,-153.95,5328.1901,584.2735,8998.3794
32.47,20.63,-103.70,1391.0274,2752.4365,3710.4253
29.43,10.83,-103.59,541.6292,698.1509,3675.1578
28.99,10.75,-102.98,337.1660,659.2108,3601.6105
41.59,19.06,-114.05,2625.5042,2523.6779,4878.2635
39.04,11.77,-97.29,2250.9474,905.9013,2907.1750
78.41,9.82,-168.74,6460.4437,327.2405,10470.7898
40.51,21.75,-111.16,2512.1354,2918.8089,4564.3291
28.55,12.68,-104.49,31.9570,1319.4377,3784.1203
31.25,21.88,-99.35,1185.9414,2920.8817,3189.0593
31.55,10.17,-106.52,1088.3481,296.0193,4017.7187
31.80,24.39,-100.73,1319.7291,3273.8734,3364.5485
30.86,11.11,-105.21,951.5267,819.9695,3867.2002
58.17,19.70,-138.41,4452.5977,2663.0914,7427.4027
35.09,21.64,-105.17,1803.9528,2896.9201,3885.8147
36.55,12.13,-105.35,1923.7744,1117.5698,3890.7206
69.64,17.26,-153.61,5613.7083,2293.0293,8961.1341
34.83,17.89,-107.05,1732.1719,2331.8274,4094.3035
37.30,22.96,-108.66,2117.7840,3090.7897,4284.9207
31.59,12.10,-106.30,1122.7594,1152.8761,3995.6960
39.78,15.66,-115.00,2380.0446,1958.8258,4976.2581
32.58,11.90,-104.14,1304.9457,1067.4707,3745.3109
34.97,11.90,-104.72,1692.4222,1054.4664,3814.8661
29.22,13.80,-103.24,548.4737,1571.7275,3639.2699
50.33,11.03,-133.26,3574.6680,884.1235,6899.0734
64.99,18.15,-148.51,5146.9472,2436.5057,8448.3346
50.51,21.18,-127.50,3648.8771,2865.6627,6306.8572
35.29,17.44,-107.84,1794.0165,2257.0470,4183.1221
41.07,22.96,-112.74,2588.9160,3094.0613,4738.3874
35.17,15.88,-108.01,1762.5307,1984.1558,4199.8571
37.45,10.36,-101.56,2030.0298,156.0906,3438.1537
99.75,17.64,-191.76,8581.8195,2396.6046,12728.9640
33.50,12.09,-104.05,1463.0639,1117.0578,3736.1330
32.77,10.53,-104.26,1322.0785,501.7992,3757.1683
47.64,15.65,-126.47,3302.8648,1977.0648,6197.1203
42.60,11.36,-99.32,2690.9839,730.4573,3169.4298
36.90,17.51,-108.95,2019.6077,2267.3035,4310.4722
39.82,14.37,-111.37,2373.9980,1682.7434,4578.2568
33.44,11.43,-103.15,1445.5233,896.3886,3627.9775
48.59,16.20,-127.49,3411.0343,2078.9769,6303.3002
80.61,10.54,-171.46,6681.3856,765.7735,10738.9542
33.43,11.76,-103.34,1447.9849,1011.4377,3651.2433
77.06,16.30,-164.58,6351.0955,2143.7919,10053.4253
57.21,14.67,-140.39,4328.7047,1814.8258,7628.9575
87.93,19.03,-177.44,7433.9759,2606.6162,11320.5248
54.80,12.97,-137.81,4066.5862,1445.1907,7366.5476
46.04,15.63,-124.56,3122.5782,1971.0989,5997.1450
35.53,14.32,-109.72,1801.0038,1686.8518,4390.6044
34.36,13.99,-105.05,1621.3668,1596.1066,3856.8935
32.89,11.43,-103.62,1352.9217,904.0124,3683.2877
61.57,10.53,-148.08,4762.9141,717.3544,8407.5752
36.17,16.57,-109.68,1911.6646,2112.5601,4390.1908
29.88,11.74,-104.42,714.8249,1043.7429,3775.3769
30.71,13.91,-104.01,963.4812,1592.9115,3732.1804
37.23,10.43,-103.68,2002.2368,328.2873,3692.7728
67.74,13.32,-153.98,5405.6058,1547.1861,8999.7896
45.65,16.08,-124.31,3081.3463,2054.7181,5970.8465
32.87,24.58,-100.44,1498.1762,3294.6851,3331.4256
120.89,52.17,-206.55,10732.3083,6616.1359,14123.5270
73.76,34.73,-153.63,6095.7295,4626.3952,8951.6214
37.84,18.47,-109.84,2151.8026,2425.4407,4411.2677
54.98,27.17,-130.87,4154.9358,3677.8235,6656.1073
120.42,10.46,-226.24,10555.5035,846.4919,16097.6351
36.25,13.33,-106.97,1893.3327,1445.9216,4079.2777
29.18,14.22,-103.36,544.5326,1662.2682,3654.5519
33.07,19.47,-103.94,1475.9055,2575.6455,3736.9050
33.04,22.88,-102.53,1506.8000,3069.5656,3577.7326
77.22,20.89,-163.46,6385.1968,2870.9255,9938.2221
28.13,21.35,-99.32,306.4757,2855.5426,3180.4969
30.26,13.45,-103.73,848.0221,1489.6343,3696.8969
39.74,24.82,-107.24,2439.5273,3330.4738,4130.9148
51.87,13.07,-133.66,3752.6330,1460.6009,6941.2694
32.93,15.51,-107.01,1410.8641,1921.6166,4083.7309
29.91,11.67,-105.92,723.2118,1031.9782,3949.2486
32.12,14.36,-105.20,1253.5730,1688.1504,3873.5731
30.70,12.60,-104.68,940.9985,1285.1317,3808.2013
36.84,16.81,-110.62,2006.1826,2155.8030,4495.3525
32.04,13.28,-105.89,1226.5903,1451.7904,3950.7701
28.78,12.89,-103.53,308.5859,1362.2393,3671.6709
34.11,17.63,-106.81,1621.6045,2290.2155,4065.5881
37.01,20.73,-109.06,2060.7231,2774.2452,4326.2992
32.44,11.67,-108.24,1279.7270,1031.6779,4217.6381
38.12,15.25,-112.31,2164.2107,1873.5885,4680.9944
30.48,11.13,-104.03,862.2654,820.2658,3728.8297
49.05,20.32,-126.79,3484.8378,2741.4495,6232.0939
87.01,35.54,-167.44,7403.1380,4731.5362,10320.2684
111.59,16.71,-208.32,9725.2563,2259.3561,14347.1887
138.26,18.50,-243.16,12293.6554,2588.1917,17727.8027
31.26,11.47,-104.93,1045.6149,945.9694,3835.2229
136.15,19.43,-240.58,12093.8736,2732.0510,17476.2743
97.17,19.45,-188.23,8337.6113,2678.7443,12380.4183
125.18,16.56,-227.41,11032.7061,2256.2283,16202.6836
56.83,11.44,-142.03,4273.1986,1044.1613,7795.9764
60.06,13.90,-145.60,4622.0735,1670.0227,8155.7459
79.07,14.84,-167.64,6545.5117,1879.2425,10357.8013
48.48,21.38,-124.51,3427.6191,2890.1777,5995.0377
69.75,17.96,-153.31,5627.8629,2406.2124,8930.4179
35.93,19.24,-107.60,1900.5603,2545.1702,4159.4655
50.56,16.69,-129.40,3629.7791,2164.8311,6502.9228
67.61,14.74,-152.55,5398.1948,1839.4301,8855.5918
60.53,10.10,-147.73,4652.9122,498.7061,8372.2995
73.94,17.31,-159.29,6045.3951,2308.0189,9527.2853
79.39,12.29,-168.25,6567.8596,1312.8758,10420.8691
43.94,16.44,-121.19,2886.7978,2111.5682,5642.0336
124.34,14.85,-228.69,10946.7668,1953.8900,16329.0536
107.32,11.81,-204.94,9296.8976,1234.4676,14024.3691
104.94,12.53,-204.86,9067.1184,1437.8430,14013.1054
69.73,14.83,-154.61,5612.9500,1857.5460,9062.4115
75.79,12.30,-163.60,6209.5226,1308.5146,9959.4617
83.90,12.41,-175.14,7013.4885,1360.4349,11100.4209
52.03,21.49,-129.51,3814.2274,2913.4310,6514.9976
33.46,13.96,-106.19,1479.0955,1600.6739,3987.6091
36.07,21.21,-108.70,1937.9349,2846.2718,4285.7820
106.53,44.69,-189.13,9328.7093,5785.9296,12438.3365
31.07,24.32,-98.45,1185.1188,3258.2478,3084.5186
45.12,21.79,-119.90,3055.2528,2943.2867,5508.5092
37.76,13.09,-106.84,2097.4445,1377.3935,4065.6186
126.99,46.55,-214.30,11300.0814,6016.0463,14886.2803
104.56,14.15,-201.59,9036.0724,1783.0432,13692.5510
96.96,9.58,-193.82,8282.4794,182.6338,12938.9433
58.24,10.50,-144.18,4417.2542,695.2450,8013.7451
35.07,15.07,-107.88,1739.6891,1831.0984,4184.2890
91.38,34.96,-173.52,7827.4077,4671.4355,10920.3545
141.94,19.46,-246.32,12649.3823,2735.4769,18033.3366
89.38,17.48,-179.21,7570.4819,2359.3908,11497.4522
32.20,19.75,-100.99,1331.0003,2609.0696,3385.8311
94.31,17.15,-186.33,8050.9958,2314.3318,12196.0159
49.77,26.74,-124.37,3597.6660,3615.1437,5981.7688
135.16,17.75,-240.99,11993.7653,2470.4879,17517.8509
31.68,13.08,-105.68,1154.8815,1405.4569,3926.5129
70.78,11.04,-158.07,5703.1141,925.1656,9409.9127
102.97,11.09,-197.79,8873.3558,996.2389,13327.1119
123.05,43.75,-211.80,10913.0029,5709.7623,14646.4169
36.22,11.74,-106.38,1874.1536,1006.2463,4008.9719
75.18,13.29,-160.47,6153.3394,1535.7854,9648.7093
59.10,26.09,-135.83,4579.2781,3543.3918,7164.1919
41.51,25.82,-109.54,2660.1387,3466.2154,4391.2524
104.32,12.32,-201.83,9007.5182,1371.8688,13719.2307
99.37,37.21,-184.22,8611.3458,4946.1915,11966.8381
65.48,23.13,-147.30,5217.9521,3168.9184,8324.3973
29.15,14.75,-102.12,545.1921,1765.1479,3507.7194
69.09,20.83,-152.26,5573.6363,2847.8604,8823.6572
38.09,16.02,-111.56,2165.8286,2015.3731,4600.0165
38.72,14.77,-108.46,2236.2362,1754.6606,4252.3454
30.88,11.07,-104.78,955.1575,799.1188,3816.7903
36.27,14.79,-110.04,1910.4157,1781.3309,4427.4517
36.22,19.78,-106.96,1945.1417,2624.0023,4087.5603
29.38,20.65,-97.39,751.2764,2740.4171,2936.7571
70.33,19.47,-153.70,5692.7227,2645.1513,8968.6890
135.49,11.20,-246.39,12005.0529,1128.1899,18050.7647
136.81,9.40,-246.16,12127.2849,171.3401,18033.3759
38.30,18.47,-117.20,2214.2279,2456.5424,5213.6803
37.66,19.24,-110.13,2135.2171,2550.3302,4444.0598
47.30,12.19,-118.51,3244.3879,1156.8497,5358.7097
37.24,16.37,-110.66,2056.1522,2077.3156,4499.4395
37.93,12.87,-105.05,2116.8972,1308.6046,3859.0276
54.13,9.82,-139.88,3979.0971,223.0697,7577.0221
91.76,15.66,-184.48,7796.4482,2054.4722,12016.3872
33.43,13.34,-106.26,1468.3443,1461.3206,3995.5223
33.02,13.42,-104.11,1399.8154,1468.0655,3744.4891
30.81,11.57,-103.76,946.0943,975.4582,3698.2833
34.55,14.54,-107.24,1656.9220,1723.2392,4110.5576
64.11,28.80,-140.76,5104.1011,3892.3325,7664.9776
59.89,27.60,-136.53,4667.1788,3739.1016,7235.1894
63.03,28.34,-140.17,4991.3863,3836.0994,7605.3641
49.96,26.22,-122.76,3615.4988,3541.1269,5814.4715
68.76,27.61,-148.31,5567.5842,3754.5087,8425.0632
56.59,27.52,-132.47,4325.4363,3723.8056,6820.9178
31.11,11.52,-104.87,1013.6179,964.2184,3828.4727
34.58,19.40,-105.63,1708.3223,2566.9740,3933.9414
79.84,27.90,-158.46,6672.0621,3793.5460,9439.6396
68.07,14.74,-153.43,5445.2346,1841.0692,8944.0835
40.01,20.67,-112.45,2444.5706,2768.2603,4704.1436
32.97,17.09,-104.99,1434.2296,2195.2804,3854.5888
75.67,28.66,-156.09,6261.5171,3893.3538,9201.4327
31.01,13.63,-104.29,1025.9220,1529.5915,3764.3410
62.72,27.46,-139.78,4956.6579,3723.8388,7565.3657
107.56,21.57,-200.95,9351.4849,3004.7319,13621.6423
39.69,10.85,-95.91,2327.2281,441.0351,2721.7984
38.22,16.73,-111.38,2188.1231,2139.6329,4580.3573
37.68,13.34,-106.17,2088.4460,1435.1700,3988.5752
65.73,27.70,-143.69,5263.5155,3759.4365,7960.8632
110.20,11.74,-209.85,9574.8317,1227.0766,14501.7819
31.41,13.04,-105.44,1100.5749,1397.1273,3897.3365
35.23,11.16,-92.59,1718.1421,641.1443,2246.4412
49.77,14.39,-130.14,3530.8333,1739.8532,6578.5360
32.82,11.13,-104.22,1336.7030,798.5261,3753.3049
103.56,13.37,-200.69,8936.9009,1618.6174,13605.9980
29.00,11.54,-103.66,378.7180,978.9851,3684.0733
94.06,26.63,-178.88,8059.7847,3658.0050,11455.9504
37.07,15.90,-110.26,2029.3651,1990.5091,4454.0892
36.99,13.05,-105.85,1992.7731,1364.8107,3950.4432
57.60,12.85,-140.35,4360.7226,1415.1887,7625.6383
29.08,21.94,-96.16,691.6495,2925.2433,2781.2550
29.54,20.49,-98.68,793.1639,2721.2488,3100.0586
29.11,24.20,-96.85,751.5933,3242.5536,2879.0739
35.52,20.50,-106.94,1854.2460,2736.1965,4086.2986
39.59,11.55,-103.55,2321.2443,883.0100,3681.5734
76.96,16.14,-161.82,6341.2215,2103.3358,9781.2773
37.39,22.24,-107.89,2123.1727,2985.9590,4197.6810
33.63,23.49,-102.51,1604.6872,3151.8341,3577.8276
37.84,21.82,-107.47,2177.4048,2922.7514,4150.0780
69.69,13.30,-155.94,5602.1066,1543.6892,9195.4593
82.47,16.60,-171.88,6888.4506,2205.8660,10774.9466
29.50,12.22,-103.40,602.7663,1179.8616,3654.5853
36.78,19.41,-107.80,2018.2220,2569.7330,4183.6481
105.13,30.37,-193.67,9145.6617,4147.6787,12899.0449
32.70,13.77,-105.94,1349.9632,1561.5030,3958.2157
102.00,26.79,-191.72,8830.7977,3698.6505,12713.2918
96.93,20.35,-190.29,8316.4384,2824.2429,12579.1079
71.20,15.74,-155.99,5764.2740,2029.2195,9199.8175
39.64,20.11,-110.86,2394.2024,2679.1537,4528.8133
36.84,21.25,-107.47,2041.6613,2844.4423,4148.6883
39.45,11.06,-104.12,2300.3724,693.6767,3748.1429
122.48,28.06,-217.23,10810.0182,3885.0231,15197.7142
89.66,21.62,-180.13,7612.0491,2997.0447,11582.1460
95.92,14.26,-190.17,8197.0135,1792.5123,12575.8965
95.32,19.37,-187.02,8156.2995,2668.6164,12261.2041
42.70,16.88,-119.75,2744.1446,2186.2781,5488.7849
42.06,13.90,-112.67,2646.5261,1577.8776,4722.8618
45.13,23.50,-117.45,3065.4509,3173.8991,5250.1092
28.53,14.77,-102.00,232.7100,1771.5365,3491.9238
123.86,32.61,-217.76,10956.3764,4444.6982,15242.0808
74.66,22.12,-158.18,6136.1703,3037.4347,9413.3953
116.03,14.00,-216.92,10144.2178,1769.7918,15187.4330
42.83,11.61,-100.24,2721.2322,841.5322,3284.3108
28.63,14.10,-101.65,265.5361,1629.4028,3448.5674
53.91,16.22,-134.95,3988.1552,2094.4010,7073.9424
61.48,29.04,-137.17,4836.8205,3917.1884,7300.9395
113.67,34.55,-201.21,9983.8413,4651.2786,13630.6943
30.60,13.53,-104.64,933.8845,1510.9266,3804.3221
35.93,19.25,-107.67,1900.9267,2547.0403,4167.8403
96.43,26.74,-184.73,8290.0549,3685.4889,12028.4883
72.36,18.62,-156.16,5892.1250,2513.8578,9215.2271
76.76,26.16,-158.29,6360.0142,3578.3113,9422.0523
98.88,29.51,-186.80,8537.4388,4036.1432,12228.3739
77.66,31.36,-158.10,6468.7286,4227.9884,9399.4323
78.81,30.40,-159.38,6579.0165,4111.7213,9527.2554
80.27,21.88,-165.19,6690.9062,3010.7392,10109.3735
42.75,25.06,-113.51,2801.4007,3377.3149,4825.6912
131.47,14.90,-235.01,11632.2431,1958.5777,16944.2314
51.21,28.01,-124.54,3759.7474,3773.8363,6000.8945
49.52,26.24,-122.70,3567.5997,3545.8362,5807.8877
110.88,33.59,-201.68,9711.2099,4547.0368,13675.8123
36.72,16.93,-110.18,1990.1216,2175.1845,4446.3958
55.49,23.45,-132.94,4190.3926,3191.5119,6868.8488
76.85,22.79,-160.05,6356.2171,3131.3069,9599.3447
52.65,27.47,-127.18,3910.5246,3710.3789,6275.3631
136.48,16.46,-242.06,12116.6767,2252.6964,17623.9117
68.03,24.40,-146.89,5481.7621,3332.0095,8284.2789
73.61,28.40,-154.75,6055.7807,3862.3945,9067.6192
36.63,14.26,-105.99,1953.0397,1646.2646,3968.3841
58.06,26.87,-135.39,4474.4463,3646.9769,7118.4346
49.97,27.83,-123.24,3625.4056,3750.5379,5865.2820
111.25,21.27,-205.08,9707.9546,2963.5509,14025.5682
37.86,14.97,-107.62,2125.4593,1795.4404,4156.9185
37.81,12.84,-104.53,2100.0217,1297.9625,3797.5473
82.06,22.00,-168.14,6868.0960,3032.7571,10400.8133
36.16,16.00,-109.59,1904.5556,2010.5490,4379.3026
96.83,25.83,-185.06,8326.4572,3566.6668,12062.4546
38.34,16.23,-111.95,2200.2473,2053.8851,4643.2279
100.70,27.63,-189.63,8708.0091,3803.3233,12507.2644
35.58,12.81,-105.06,1790.8379,1309.1852,3857.6916
111.97,31.76,-203.47,9810.2033,4329.1717,13852.7580
65.35,23.04,-146.88,5204.7215,3154.3104,8282.6267
30.19,10.59,-104.57,777.3983,581.4434,3790.2239
74.17,23.50,-156.91,6092.2434,3226.7252,9285.9168
33.57,13.59,-105.77,1492.6613,1515.7324,3939.1199
129.02,20.34,-231.73,11412.9719,2862.1548,16615.3998
112.14,15.60,-211.50,9773.9644,2075.1585,14657.3438
38.71,11.06,-96.30,2202.6994,594.2083,2773.8374
33.22,10.42,-103.75,1396.9213,410.6002,3696.3327
37.20,11.11,-104.51,2003.8116,743.4091,3791.9638
55.78,24.49,-132.87,4226.2475,3331.5610,6861.4037
30.08,14.19,-103.94,819.2969,1655.6008,3723.8788
57.33,23.51,-135.50,4382.8261,3202.6419,7130.4293
32.69,13.76,-106.12,1348.0130,1559.5794,3978.5834
93.26,35.08,-174.78,8011.7420,4683.9203,11044.5723
64.86,22.47,-147.19,5152.5636,3078.0028,8313.8258
68.85,27.65,-148.44,5577.6006,3759.4799,8437.9672
92.59,29.12,-179.63,7924.3811,3982.5816,11525.0907
112.15,37.96,-204.30,9846.0583,5061.6121,13922.9959
36.66,18.19,-108.87,1992.7075,2381.1137,4301.7110
43.90,15.09,-118.37,2873.1537,1847.6313,5341.9175
31.29,17.22,-102.38,1133.6649,2212.4279,3546.5028
38.03,10.87,-102.92,2112.9029,597.3213,3603.4685
88.39,25.86,-174.85,7503.3899,3561.2715,11058.8695
51.68,16.57,-131.87,3751.1336,2151.6746,6757.6558
78.15,26.45,-160.67,6499.2659,3620.6713,9657.9828
34.63,11.94,-104.79,1641.5678,1070.1439,3823.0301
100.57,21.79,-192.29,8675.2076,3028.7519,12774.6394
34.71,16.48,-107.65,1701.0101,2093.4617,4159.5816
34.68,18.56,-107.42,1716.7052,2441.4464,4137.1078
36.27,21.69,-106.38,1968.8164,2905.0697,4024.6898
57.96,30.07,-132.29,4479.4416,4038.7406,6802.6611
71.73,33.03,-149.33,5887.3906,4416.7834,8524.1075
33.63,12.61,-103.89,1491.2167,1260.3551,3717.5735
56.04,30.79,-130.22,4283.8344,4125.2717,6590.4413
120.21,40.63,-208.33,10631.1980,5356.8721,14314.7483
30.43,12.39,-104.00,871.9193,1225.6678,3727.7871
48.69,17.16,-127.33,3427.7497,2243.7768,6287.0550
56.28,21.83,-134.29,4265.3849,2966.7632,7007.2486
41.00,16.95,-115.35,2539.3320,2184.7503,5016.2317
113.10,25.31,-205.61,9899.2442,3518.0186,14071.2783
70.50,26.31,-151.66,5737.1469,3594.0061,8760.4783
103.10,36.66,-187.63,8971.0488,4883.2050,12302.2403
104.19,37.95,-189.05,9080.6809,5033.4609,12438.4467
93.25,37.56,-175.09,8018.3545,4973.1817,11071.0969
53.10,30.33,-126.66,3972.1290,4065.4202,6222.3465
104.21,39.20,-185.73,9086.7949,5165.3174,12114.2752
65.20,32.07,-139.87,5228.0278,4288.3635,7574.9856
81.33,35.31,-159.80,6846.4395,4694.8430,9566.1123
52.00,17.62,-131.72,3790.5259,2328.7679,6741.6006
93.41,35.43,-176.46,8027.3939,4730.5106,11208.2506
48.67,17.15,-127.28,3425.3557,2243.4748,6282.4486
95.29,24.77,-184.48,8172.8541,3428.9445,12006.2722
102.60,21.69,-193.98,8872.5035,3013.6997,12941.1274
150.08,33.65,-252.93,13467.8484,4606.6288,18647.0778
108.57,30.17,-198.20,9477.8058,4127.8287,13342.3816
90.74,23.81,-178.88,7726.1972,3295.0641,11457.8341
58.02,13.00,-120.83,4406.6574,1319.2475,5615.2249
34.47,11.98,-96.93,1612.2622,1015.6139,2855.5395
76.25,28.92,-157.23,6319.8537,3928.7237,9314.3376
63.26,25.78,-143.29,5004.0208,3517.8177,7919.6492
162.89,53.76,-263.73,14745.8631,6856.6867,19652.7477
47.99,27.08,-121.49,3405.6476,3654.0344,5680.1942
60.24,30.84,-135.52,4717.8349,4137.7284,7132.5866
35.20,14.55,-108.11,1754.1534,1726.2552,4209.6896
30.14,24.00,-98.03,995.0985,3216.3093,3029.8010
61.97,17.92,-144.78,4837.4194,2394.1099,8072.9270
110.91,24.83,-204.23,9686.1481,3456.9425,13936.6849
30.06,17.40,-100.75,868.3023,2239.0579,3348.5052
135.11,29.13,-235.08,12023.5334,4041.8729,16926.9814
132.89,23.59,-235.60,11793.6054,3326.4763,16985.3445
127.50,32.26,-221.18,11304.8405,4402.9089,15575.4437
113.70,31.61,-203.50,9977.1109,4306.1539,13856.9437
102.69,29.26,-191.52,8906.0820,4009.5017,12690.6188
108.06,27.65,-198.37,9420.0687,3813.1560,13362.2507
29.12,20.77,-96.48,678.3100,2755.4869,2819.6502
63.97,31.94,-139.27,5102.7346,4273.4815,7513.6047
93.43,37.84,-172.87,8037.6506,4997.3076,10854.3067
49.91,19.74,-126.92,3576.0644,2652.2700,6245.4248
37.51,11.38,-98.18,2045.6775,782.8101,3018.5523
